Flokkun,id,N,Artal,skipting,stod,Nu
Harpacticoida,B5B,26,2016,4,B5,104
Harpacticoida,B5C,1,2016,1,B5,1
Harpacticoida,E4B,1,2016,1,E4,1
Harpacticoida,E4B,13,2016,4,E4,52
Harpacticoida sp,B8B,4,2016,4,B8,16
Harpacticoida sp,B8C,2,2016,4,B8,8
Harpacticoida sp,C4B,3,2016,4,C4,12
Harpacticoida sp,C4C,13,2016,4,C4,52
Harpacticoida sp,E3B,1,2016,4,E3,4
Harpacticoida sp,E3C,13,2016,4,E3,52
Harpacticoida sp,E4A,5,2016,4,E4,20
Harpacticoida sp,E4C,2,2016,4,E4,8
Heteromastus filiformis,A7A,2,2016,1,A7,2
Heteromastus filiformis,A7A,5,2016,4,A7,20
Heteromastus filiformis,A7B,1,2016,1,A7,1
Heteromastus filiformis,A7B,9,2016,4,A7,36
Heteromastus filiformis,A7C,13,2016,4,A7,52
Heteromastus filiformis,B5A,6,2016,4,B5,24
Heteromastus filiformis,B5B,5,2016,4,B5,20
Heteromastus filiformis,B8A,7,2016,4,B8,28
Heteromastus filiformis,B8B,3,2016,1,B8,3
Heteromastus filiformis,B8B,4,2016,4,B8,16
Heteromastus filiformis,B8C,6,2016,1,B8,6
Heteromastus filiformis,B8C,6,2016,4,B8,24
Heteromastus filiformis,C4A,2,2016,4,C4,8
Heteromastus filiformis,C4B,2,2016,4,C4,8
Heteromastus filiformis,E3B,5,2016,4,E3,20
Heteromastus filiformis,E3C,3,2016,4,E3,12
Heteromastus filiformis,E4A,3,2016,4,E4,12
Heteromastus filiformis,E4B,1,2016,4,E4,4
Heteromastus filiformis,E4C,7,2016,4,E4,28
Hiatella arctica,E3A,1,2016,4,E3,4
Hiatella arctica,E4B,1,2016,4,E4,4
Hydrozoa,A7B,2,2016,4,A7,8
Kurtiella bidentata,C4A,1,2016,4,C4,4
Kurtiella bidentata,C4C,2,2016,4,C4,8
Lanassa venusta,B8A,1,2016,4,B8,4
Leaena ebranchiata,B8A,1,2016,1,B8,1
Levinsenia gracilis,B5C,1,2016,4,B5,4
Levinsenia gracilis,E4A,1,2016,4,E4,4
lirfa,A7C,1,2016,1,A7,1
lirfur,B8A,9,2016,4,B8,36
lirfurOgDrasl,B8B,7,2016,4,B8,28
lirfurOgDrasl,B8B,9,2016,1,B8,9
lirfurOgDrasl,B8C,7,2016,4,B8,28
lirfurOgDrasl,E4A,1,2016,4,E4,4
Lumbrineridae sp,B8B,1,2016,4,B8,4
Macoma calcarea,A7A,1,2016,4,A7,4
Macoma calcarea,A7C,1,2016,1,A7,1
Macoma calcarea,A7C,9,2016,4,A7,36
Macoma calcarea,B5A,1,2016,4,B5,4
Macoma calcarea,B5A,2,2016,1,B5,2
Macoma calcarea,B5B,8,2016,4,B5,32
Macoma calcarea,B5C,8,2016,4,B5,32
Macoma calcarea,B8A,7,2016,4,B8,28
Macoma calcarea,B8B,6,2016,4,B8,24
Macoma calcarea,B8C,21,2016,4,B8,84
Macoma calcarea,C4A,8,2016,4,C4,32
Macoma calcarea,C4B,18,2016,4,C4,72
Macoma calcarea,C4C,15,2016,4,C4,60
Macoma calcarea,E3A,1,2016,4,E3,4
Macoma calcarea,E3B,7,2016,4,E3,28
Macoma calcarea,E3C,8,2016,4,E3,32
Macoma calcarea,E4A,14,2016,1,E4,14
Macoma calcarea,E4B,11,2016,4,E4,44
Macoma calcarea,E4C,5,2016,4,E4,20
Maldanidae,A7A,7,2016,4,A7,28
Maldanidae,A7C,1,2016,4,A7,4
Maldanidae,A7C,8,2016,1,A7,8
Maldanidae,B5A,1,2016,1,B5,1
Maldanidae,B5A,4,2016,4,B5,16
Maldanidae,B5C,1,2016,4,B5,4
Maldanidae,B8A,2,2016,1,B8,2
Maldanidae,B8A,2,2016,4,B8,8
Maldanidae,B8B,1,2016,4,B8,4
Maldanidae,B8B,2,2016,4,B8,8
Maldanidae,B8B,3,2016,1,B8,3
Maldanidae,B8C,1,2016,4,B8,4
Maldanidae,B8C,2,2016,1,B8,2
Maldanidae,E4B,1,2016,4,E4,4
Maldanidae,E4C,1,2016,4,E4,4
Maldanidae sp,A7A,1,2016,1,A7,1
Maldanidae sp,A7C,2,2016,4,A7,8
Maldanidae sp,B5B,2,2016,4,B5,8
Mediomastus fragilis,C4C,7,2016,4,C4,28
Mediomastus fragilis,E3A,1,2016,4,E3,4
Mediomastus fragilis,E4B,2,2016,4,E4,8
Microphthalmus aberrans,A7B,1,2016,4,A7,4
Microphthalmus aberrans,B5B,1,2016,4,B5,4
Microphthalmus aberrans,B5C,1,2016,4,B5,4
Microphthalmus aberrans,C4A,1,2016,4,C4,4
Microphthalmus aberrans,C4B,1,2016,4,C4,4
Microphthalmus aberrans,E4A,7,2016,4,E4,28
Microphthalmus aberrans,E4C,2,2016,4,E4,8
Mya arenaria,A7C,7,2016,1,A7,7
Mya arenaria,A7C,7,2016,4,A7,28
Mya arenaria,B5A,1,2016,4,B5,4
Mya arenaria,B8A,8,2016,4,B8,32
Mya arenaria,B8B,12,2016,4,B8,48
Mytilidae,C4B,2,2016,4,C4,8
Nematoda,B5A,4,2016,1,B5,4
Nematoda,B5A,14,2016,4,B5,56
Nematoda,B5B,14,2016,4,B5,56
Nematoda,B8A,2,2016,4,B8,8
Nematoda,B8B,4,2016,4,B8,16
Nematoda,B8B,5,2016,1,B8,5
Nematoda,B8C,2,2016,4,B8,8
Nematoda,B8C,4,2016,1,B8,4
Nematoda,C4A,7,2016,1,C4,7
Nematoda,C4A,17,2016,4,C4,68
Nematoda,C4B,41,2016,4,C4,164
Nematoda,C4C,13,2016,4,C4,52
Nematoda,E3A,3,2016,4,E3,12
Nematoda,E3B,2,2016,4,E3,8
Nematoda,E3C,4,2016,1,E3,4
Nematoda,E3C,11,2016,4,E3,44
Nematoda,E4A,14,2016,4,E4,56
Nematoda,E4B,10,2016,4,E4,40
Nematoda,E4B,11,2016,1,E4,11
Nematoda,E4C,3,2016,4,E4,12
Nemertea,A7B,1,2016,4,A7,4
Nemertea,A7C,2,2016,1,A7,2
Nemertea,A7C,7,2016,4,A7,28
Nemertea,B5C,1,2016,4,B5,4
Nemertea,B8A,4,2016,4,B8,16
Nemertea,E4B,2,2016,1,E4,2
Nemertea,E4B,24,2016,4,E4,96
Nemertea sp,B8B,6,2016,1,B8,6
Nemertea sp,B8C,1,2016,1,B8,1
Nemertea sp,B8C,1,2016,4,B8,4
Nemertea sp,C4A,6,2016,4,C4,24
Nemertea sp,C4C,3,2016,4,C4,12
Nemertea sp,E3C,3,2016,4,E3,12
Nemertea sp,E4A,3,2016,4,E4,12
Nemertea sp,E4C,4,2016,4,E4,16
Nephtyidae,C4C,1,2016,1,C4,1
Nephtys,C4B,1,2016,1,C4,1
Nephtys,E4C,2,2016,1,E4,2
Nuculana minuta,B8C,1,2016,4,B8,4
Nuculana minuta,C4A,2,2016,4,C4,8
Nuculana minuta,C4B,1,2016,4,C4,4
Nuculana minuta,E3A,1,2016,4,E3,4
Nuculana minuta,E3B,1,2016,4,E3,4
Nuculana pernula,B5A,1,2016,4,B5,4
Nuculana pernula,B5C,2,2016,4,B5,8
Nuculana pernula,B8A,1,2016,4,B8,4
Nuculana pernula,B8B,7,2016,4,B8,28
Nuculana pernula,B8C,2,2016,4,B8,8
Nuculana pernula,C4B,1,2016,4,C4,4
Nuculana pernula,C4C,1,2016,4,C4,4
Oligochaeta,B5B,1,2016,4,B5,4
Oligochaeta,B5C,1,2016,4,B5,4
Oligochaeta,E4B,4,2016,1,E4,4
Oligochaeta,E4B,5,2016,4,E4,20
Oligochaeta sp,B8B,1,2016,1,B8,1
Oligochaeta sp,B8B,1,2016,4,B8,4
Oligochaeta sp,C4A,12,2016,4,C4,48
Oligochaeta sp,C4B,2,2016,1,C4,2
Oligochaeta sp,C4B,9,2016,4,C4,36
Oligochaeta sp,E3A,2,2016,4,E3,8
Oligochaeta sp,E3B,1,2016,1,E3,1
Oligochaeta sp,E3B,1,2016,4,E3,4
Oligochaeta sp,E3C,6,2016,4,E3,24
Oligochaeta sp,E4A,13,2016,4,E4,52
Oligochaeta sp,E4C,3,2016,1,E4,3
Oligochaeta sp,E4C,9,2016,4,E4,36
Ophelina acuminata,A7A,8,2016,1,A7,8
Ophelina acuminata,A7A,8,2016,4,A7,32
Ophelina acuminata,A7B,5,2016,1,A7,5
Ophelina acuminata,A7B,6,2016,4,A7,24
Ophelina acuminata,A7C,12,2016,4,A7,48
Ophelina acuminata,A7C,29,2016,1,A7,29
Ophelina acuminata,B5A,1,2016,1,B5,1
Ophelina acuminata,B5A,33,2016,4,B5,132
Ophelina acuminata,B5B,39,2016,4,B5,156
Ophelina acuminata,B8A,1,2016,4,B8,4
Ophelina acuminata,B8A,23,2016,1,B8,23
Ophelina acuminata,B8B,4,2016,4,B8,16
Ophelina acuminata,B8B,23,2016,1,B8,23
Ophelina acuminata,B8C,1,2016,4,B8,4
Ophelina acuminata,B8C,37,2016,1,B8,37
Ophelina acuminata,C4A,31,2016,4,C4,124
Ophelina acuminata,C4B,21,2016,4,C4,84
Ophelina acuminata,C4C,1,2016,1,C4,1
Ophelina acuminata,C4C,52,2016,4,C4,208
Ophelina acuminata,E3A,1,2016,1,E3,1
Ophelina acuminata,E3A,9,2016,4,E3,36
Ophelina acuminata,E3B,1,2016,1,E3,1
Ophelina acuminata,E3B,22,2016,4,E3,88
Ophelina acuminata,E3C,1,2016,1,E3,1
Ophelina acuminata,E3C,12,2016,4,E3,48
Ophelina acuminata,E4A,25,2016,4,E4,100
Ophelina acuminata,E4B,11,2016,1,E4,11
Ophelina acuminata,E4B,11,2016,4,E4,44
Ophelina acuminata,E4C,1,2016,1,E4,1
Ophelina acuminata,E4C,12,2016,4,E4,48
Ophiuroidea,E4C,1,2016,4,E4,4
Orbiniidae,E3A,1,2016,4,E3,4
ostracoda,B8A,3,2016,4,B8,12
ostracoda,B8A,4,2016,1,B8,4
Ostracoda,B5B,1,2016,4,B5,4
Ostracoda,B5C,5,2016,1,B5,5
Ostracoda,B5C,6,2016,4,B5,24
Ostracoda,B8B,2,2016,1,B8,2
Ostracoda,B8B,6,2016,4,B8,24
Ostracoda,B8C,3,2016,1,B8,3
Ostracoda,E3A,4,2016,4,E3,16
Ostracoda,E3C,3,2016,1,E3,3
Ostracoda,E4A,3,2016,4,E4,12
Óþekkt,B5B,13,2016,4,B5,52
Óþekkt,C4C,14,2016,4,C4,56
Paraonidae,A7A,1,2016,4,A7,4
Paraonidae,E4B,1,2016,1,E4,1
Parvicardium minimum,B8A,1,2016,4,B8,4
Parvicardium minimum,B8B,1,2016,4,B8,4
Parvicardium minimum,B8C,2,2016,4,B8,8
Pectinaria koreni,B8A,1,2016,1,B8,1
Pectinariidae sp,B8B,1,2016,4,B8,4
Pholoe sp,B8B,2,2016,4,B8,8
Phyllodoce maculata,E3C,2,2016,4,E3,8
Phyllodoce maculata,E4C,2,2016,4,E4,8
Phyllodocida,E4A,1,2016,4,E4,4
Platyhelminthes,C4A,1,2016,4,C4,4
Polychaeta,A7A,1,2016,1,A7,2
Polychaeta,B5B,2,2016,4,B5,8
Polychaeta,B5C,1,2016,4,B5,4
Polychaeta sp,B8B,2,2016,1,B8,2
Polychaeta sp,B8C,1,2016,1,B8,1
Polychaeta sp,B8C,2,2016,4,B8,8
Polydora,A7B,1,2016,1,A7,1
Polydora,B5A,1,2016,1,B5,1
Polydora,B5B,1,2016,4,B5,4
Polydora,B8A,13,2016,1,B8,13
Polydora,B8A,14,2016,4,B8,56
Polydora,B8B,1,2016,4,B8,4
Polydora,B8B,14,2016,1,B8,14
Polydora,B8C,6,2016,4,B8,24
Polydora,B8C,12,2016,1,B8,12
Polydora,C4A,2,2016,4,C4,8
Polydora,C4B,1,2016,4,C4,4
Polydora,E3A,2,2016,4,E3,8
Polydora,E3B,6,2016,4,E3,24
Polydora,E3C,1,2016,1,E3,1
Polydora,E3C,10,2016,4,E3,40
Polydora,E4A,23,2016,4,E4,92
Polydora,E4B,9,2016,1,E4,9
Polydora,E4B,14,2016,4,E4,56
Polydora,E4C,20,2016,1,E4,20
Polydora,E4C,38,2016,4,E4,152
Polydora sp,A7A,2,2016,4,A7,8
Polydora sp,A7A,3,2016,1,A7,3
Polydora sp,A7C,9,2016,4,A7,36
Polydora sp,A7C,12,2016,1,A7,12
Polydora sp.,A7B,4,2016,4,A7,16
Polynoidae,E3B,1,2016,4,E3,4
Polynoidae,E3C,2,2016,4,E3,8
Polynoidae,E4B,2,2016,4,E4,8
Praxillella praetermissa,B8A,3,2016,1,B8,3
Praxillella praetermissa,B8B,1,2016,1,B8,1
Praxillella praetermissa,B8C,1,2016,1,B8,1
Praxillella praetermissa,B8C,2,2016,4,B8,8
Praxillella praetermissa,E3C,4,2016,4,E3,16
Praxillella praetermissa,E4C,1,2016,1,E4,1
priapulidae,B8A,1,2016,4,B8,4
Priapulidae sp,B8B,1,2016,4,B8,4
Priapulidae sp,B8C,1,2016,1,B8,1
Priapulidae sp,C4A,2,2016,4,C4,8
Priapulidae sp,C4B,1,2016,1,C4,1
Priapulidae sp,C4B,1,2016,4,C4,4
Protomedeia fasciata,E3A,1,2016,4,E3,4
Pseudopolydora antennata,A7B,1,2016,4,A7,4
Pygospio elegans,A7A,1,2016,4,A7,4
Pygospio elegans,E3B,1,2016,4,E3,4
Pygospio elegans,E4C,1,2016,4,E4,4
rækjulirfa,B8A,1,2016,4,B8,4
Ranaormur,A7B,2,2016,1,A7,2
Sabellidae,B8A,1,2016,4,B8,4
Sabellidae sp,B5B,1,2016,4,B5,4
scalibregma inflatum,B5B,6,2016,4,B5,24
Scalibregma inflatum,A7A,3,2016,4,A7,12
Scalibregma inflatum,A7B,3,2016,1,A7,3
Scalibregma inflatum,A7B,6,2016,4,A7,24
Scalibregma inflatum,A7C,3,2016,1,A7,3
Scalibregma inflatum,A7C,4,2016,4,A7,16
Scalibregma inflatum,B5A,1,2016,1,B5,1
Scalibregma inflatum,B5A,4,2016,4,B5,16
Scalibregma inflatum,B8B,1,2016,1,B8,1
Scalibregma inflatum,B8C,1,2016,4,B8,4
Scalibregma inflatum,B8C,5,2016,1,B8,5
Scalibregma inflatum,C4A,4,2016,4,C4,16
Scalibregma inflatum,C4B,2,2016,4,C4,8
Scalibregma inflatum,C4C,1,2016,4,C4,4
Scalibregma inflatum,E3A,1,2016,4,E3,4
Scalibregma inflatum,E3B,1,2016,1,E3,1
Scalibregma inflatum,E3B,4,2016,4,E3,16
Scalibregma inflatum,E4A,4,2016,4,E4,16
Scalibregma inflatum,E4B,1,2016,4,E4,4
Scalibregma inflatum,E4C,1,2016,1,E4,1
Scalibregma inflatum,E4C,3,2016,4,E4,12
Scoloplos armiger,A7A,5,2016,4,A7,20
Scoloplos armiger,A7B,3,2016,4,A7,12
Scoloplos armiger,A7C,4,2016,4,A7,16
Scoloplos armiger,B8A,1,2016,4,B8,4
Scoloplos armiger,B8B,1,2016,1,B8,1
Scoloplos armiger,B8C,3,2016,1,B8,3
Scoloplos armiger,B8C,3,2016,4,B8,12
Scoloplos armiger,C4A,8,2016,4,C4,32
Scoloplos armiger,C4B,1,2016,1,C4,1
Scoloplos armiger,C4B,11,2016,4,C4,44
Scoloplos armiger,C4C,16,2016,4,C4,64
Scoloplos armiger,E3A,1,2016,4,E3,4
Scoloplos armiger,E3C,1,2016,1,E3,1
Scoloplos armiger,E3C,7,2016,4,E3,28
Scoloplos armiger,E4A,3,2016,4,E4,12
Scoloplos armiger,E4B,2,2016,1,E4,2
Scoloplos armiger,E4B,7,2016,4,E4,28
Scoloplos armiger,E4C,3,2016,1,E4,3
Serripes groenlandicus,A7C,1,2016,1,A7,1
Serripes groenlandicus,A7C,1,2016,4,A7,4
Serripes groenlandicus,B8C,1,2016,4,B8,4
Sipuncula,E4A,1,2016,4,E4,4
Skeljar,A7C,3,2016,1,A7,3
Skordýr,A7A,1,2016,4,A7,4
Sphaerodoropsis minuta,B8B,1,2016,4,B8,4
Sphaerosyllis,E4B,1,2016,1,E4,1
spio,E3C,2,2016,1,E3,2
Spio,B5A,6,2016,4,B5,24
Spio filicornis,B8A,1,2016,1,B8,1
Spionida,B8A,4,2016,4,B8,16
Spionida sp,B8B,1,2016,4,B8,4
Spionida sp.,A7B,1,2016,4,A7,4
Spionidae,B5A,1,2016,1,B5,1
Spionidae,B5B,3,2016,4,B5,12
Spionidae sp,A7C,2,2016,1,A7,2
Spionidae sp,B8B,3,2016,1,B8,3
Spionidae sp,B8C,1,2016,1,B8,1
Spionidae sp,B8C,1,2016,4,B8,4
Spionidae sp,C4A,13,2016,4,C4,52
Spionidae sp,C4B,1,2016,1,C4,1
Spionidae sp,C4B,2,2016,4,C4,8
Spionidae sp,C4C,2,2016,4,C4,8
Spionidae sp,E3A,23,2016,4,E3,92
Spionidae sp,E3B,1,2016,1,E3,1
Spionidae sp,E3B,38,2016,4,E3,152
Spionidae sp,E3C,20,2016,4,E3,80
Spionidae sp,E4A,1,2016,4,E4,4
Spionidae sp,E4A,36,2016,4,E4,144
Spionidae sp,E4B,30,2016,4,E4,120
Spionidae sp,E4C,10,2016,1,E4,10
Spionidae sp,E4C,31,2016,4,E4,124
Syllidae,E3C,1,2016,4,E3,4
Syllis,A7C,1,2016,4,A7,4
Terebellidae,C4C,1,2016,4,C4,4
Terebellidae,E3C,1,2016,4,E3,4
Terebellidae,E4A,3,2016,4,E4,12
Terebellidae,E4C,1,2016,4,E4,4
Terebelliformia,E4A,1,2016,1,E4,1
Tubificoides kozloffi,E4B,1,2016,1,E4,1
Abra nitida,A7,1,1999,1,A7,1
Abra nitida,B5,1,1999,1,B5,1
Abra nitida,B8,2,1999,1,B8,2
Abra nitida,C4,1,1999,1,C4,1
Ampharete acutifrons,E3,14,1999,1,E3,14
Ampharetinae sp,A7,1,1999,1,A7,1
Ampharetinae sp,B5,4,1999,1,B5,4
Ampharetinae sp,B8,1,1999,1,B8,1
Ampharetinae sp,C4,4,1999,1,C4,4
Apistobranchus tullbergi,B5,4,1999,1,B5,4
Apistobranchus tullbergi,B8,1,1999,1,B8,1
Apistobranchus tullbergi,E3,5,1999,1,E3,5
Apistobranchus tullbergi,E4,3,1999,1,E4,3
Arctica islandica,B5,4,1999,1,B5,4
Arctica islandica,B8,9,1999,1,B8,9
Arctica islandica,E3,3,1999,1,E3,3
Aricidea (Acmira) cerrutii,E4,4,1999,1,E4,4
Astarte,E3,4,1999,1,E3,4
Bivalvia ungv,B8,2,1999,1,B8,2
Bivalvia ungv,C4,8,1999,1,C4,8
Buccinum undatum,B8,1,1999,1,B8,1
Caprella septentrionalis,C4,2,1999,1,C4,2
Caprella septentrionalis,E4,16,1999,1,E4,16
Chaetozone setosa,A7,4,1999,1,A7,4
Chaetozone setosa,B5,39,1999,1,B5,39
Chaetozone setosa,B8,7,1999,1,B8,7
Chaetozone setosa,C4,2,1999,1,C4,2
Chaetozone setosa,E3,6,1999,1,E3,6
Chaetozone setosa,E4,5,1999,1,E4,5
Cirratulus cirratus,E3,1,1999,1,E3,1
Cossura longocirrata,A7,1,1999,1,A7,1
Cossura longocirrata,B8,29,1999,1,B8,29
Cossura longocirrata,E3,14,1999,1,E3,14
Crassicorophium bonellii,E3,8,1999,1,E3,8
Crassicorophium bonellii,E4,2,1999,1,E4,2
Crenella decussata,B8,2,1999,1,B8,2
Crenella decussata,E3,1,1999,1,E3,1
Dodecaceria concharum,B5,8,1999,1,B5,8
Eteone longa,A7,1,1999,1,A7,1
Eteone longa,B8,2,1999,1,B8,2
Eteone longa,E3,3,1999,1,E3,3
Eteone longa,E4,1,1999,1,E4,1
Eudorella emarginata,E3,1,1999,1,E3,1
Foraminifera,A7,2,1999,1,A7,2
Foraminifera,B5,20,1999,1,B5,20
Foraminifera,B8,1,1999,1,B8,1
Harpacticoida,B8,1,1999,1,B8,1
Harpacticoida,E3,4,1999,1,E3,4
Heteromastus filiformis,E3,10,1999,1,E3,10
Heteromastus filiformis,E4,1,1999,1,E4,1
Lanassa venusta,A7,3,1999,1,A7,3
Lanassa venusta,B5,4,1999,1,B5,4
Lanassa venusta,B8,2,1999,1,B8,2
Lanassa venusta,C4,1,1999,1,C4,1
Lanassa venusta,E3,6,1999,1,E3,6
Laphania boecki,E3,1,1999,1,E3,1
Laphania boecki,E4,1,1999,1,E4,1
Leda pernula,B8,3,1999,1,B8,3
Leda pernula,E3,1,1999,1,E3,1
Leda ungv,C4,4,1999,1,C4,4
Leucon acutirostris,B8,2,1999,1,B8,2
Leucon acutirostris,C4,12,1999,1,C4,12
Leucon acutirostris,E3,26,1999,1,E3,26
Leucon acutirostris,E4,1,1999,1,E4,1
Levinsenia gracilis,E3,56,1999,1,E3,56
Levinsenia gracilis,E4,2,1999,1,E4,2
Lumbrineris sp,B8,1,1999,1,B8,1
Macoma calcarea,B5,10,1999,1,B5,10
Macoma calcarea,B8,3,1999,1,B8,3
Macoma calcarea,C4,7,1999,1,C4,7
Macoma calcarea,E3,24,1999,1,E3,24
Macoma calcarea,E4,7,1999,1,E4,7
Maldane sarsi,E3,1,1999,1,E3,1
Mediomastus filiformis,E3,10,1999,1,E3,10
Microphthalmus aberrans,B5,8,1999,1,B5,8
Munna sp,C4,2,1999,1,C4,2
Musculus discors,C4,4,1999,1,C4,4
Myriochele oculata,B5,4,1999,1,B5,4
Myriochele oculata,C4,2,1999,1,C4,2
Mytilus edulis,B5,20,1999,1,B5,20
Mytilus edulis,B8,3,1999,1,B8,3
Mytilus edulis,C4,28,1999,1,C4,28
Mytilus edulis,E3,8,1999,1,E3,8
Nematoda,A7,3,1999,1,A7,3
Nematoda,B5,96,1999,1,B5,96
Nematoda,B8,8,1999,1,B8,8
Nematoda,C4,14,1999,1,C4,14
Nematoda,E3,72,1999,1,E3,72
Nemertea,B5,4,1999,1,B5,4
Nemertea,C4,2,1999,1,C4,2
Nemertea,E3,1,1999,1,E3,1
Nuculana tenuis,A7,7,1999,1,A7,7
Nuculana tenuis,B5,32,1999,1,B5,32
Nuculana tenuis,B8,25,1999,1,B8,25
Nuculana tenuis,C4,10,1999,1,C4,10
Nuculana tenuis,E3,5,1999,1,E3,5
Nuculana tenuis,E4,1,1999,1,E4,1
Oligochaeta sp,B8,1,1999,1,B8,1
Oligochaeta sp,E3,179,1999,1,E3,179
Oligochaeta sp,E4,27,1999,1,E4,27
Onoba aculeus,C4,4,1999,1,C4,4
Ophelina acuminata,A7,2,1999,1,A7,2
Ophelina acuminata,B8,6,1999,1,B8,6
Ophelina acuminata,C4,17,1999,1,C4,17
Ophiuroidea sp,B5,1,1999,1,B5,1
Ostracoda,A7,101,1999,1,A7,101
Ostracoda,B5,168,1999,1,B5,168
Ostracoda,B8,189,1999,1,B8,189
Ostracoda,C4,8,1999,1,C4,8
Ostracoda,E3,88,1999,1,E3,88
Paroediceros lynceus,C4,3,1999,1,C4,3
Paroediceros lynceus,E3,8,1999,1,E3,8
Pectinaria granulata,A7,1,1999,1,A7,1
Pectinaria granulata,B5,12,1999,1,B5,12
Pectinaria granulata,B8,2,1999,1,B8,2
Pectinaria granulata,C4,8,1999,1,C4,8
Pectinaria granulata,E4,1,1999,1,E4,1
Philomedes globosus,C4,2,1999,1,C4,2
Philomedes globosus,E3,3,1999,1,E3,3
Pholoe minuta,B5,4,1999,1,B5,4
Pholoe minuta,C4,1,1999,1,C4,1
Pholoe minuta,E4,1,1999,1,E4,1
Phyllodoce maculata,E3,2,1999,1,E3,2
Polydora sp,E3,225,1999,1,E3,225
Polydora sp,E4,37,1999,1,E4,37
Polynoidae ungv,B8,1,1999,1,B8,1
Praxillella praetermissa,A7,2,1999,1,A7,2
Praxillella praetermissa,B5,4,1999,1,B5,4
Praxillella praetermissa,B8,3,1999,1,B8,3
Praxillella praetermissa,E3,20,1999,1,E3,20
Praxillella praetermissa,E4,5,1999,1,E4,5
Priapulus caudatus,B5,4,1999,1,B5,4
Priapulus caudatus,E3,1,1999,1,E3,1
Protomedeia fasciata,A7,7,1999,1,A7,7
Protomedeia fasciata,B8,21,1999,1,B8,21
Protomedeia fasciata,C4,5,1999,1,C4,5
Protomedeia fasciata,E3,1,1999,1,E3,1
Pseudopotamilla reniformis,E3,1,1999,1,E3,1
Pygospio elegans,A7,1,1999,1,A7,1
Pygospio elegans,E4,1,1999,1,E4,1
Retusa pertenuis,B8,1,1999,1,B8,1
Retusa pertenuis,C4,2,1999,1,C4,2
Scalibregma inflatum,A7,2,1999,1,A7,2
Scalibregma inflatum,B5,50,1999,1,B5,50
Scalibregma inflatum,B8,19,1999,1,B8,19
Scalibregma inflatum,C4,7,1999,1,C4,7
Scalibregma inflatum,E4,1,1999,1,E4,1
Schistomeringos nigridentata,A7,2,1999,1,A7,2
Schistomeringos nigridentata,B5,16,1999,1,B5,16
Schistomeringos nigridentata,E3,4,1999,1,E3,4
Scoloplos armiger,A7,2,1999,1,A7,2
Scoloplos armiger,B5,9,1999,1,B5,9
Scoloplos armiger,B8,4,1999,1,B8,4
Scoloplos armiger,C4,6,1999,1,C4,6
Scoloplos armiger,E3,8,1999,1,E3,8
Scoloplos armiger,E4,3,1999,1,E4,3
Sphaerodoridae,E3,1,1999,1,E3,1
Spio sp,B5,1,1999,1,B5,1
Spio sp,B8,1,1999,1,B8,1
Spio sp,C4,6,1999,1,C4,6
Spio sp,E3,84,1999,1,E3,84
Spio sp,E4,3,1999,1,E4,3
Sternaspis scutata,A7,1,1999,1,A7,1
Sternaspis scutata,B5,10,1999,1,B5,10
Sternaspis scutata,B8,3,1999,1,B8,3
Sternaspis scutata,E3,26,1999,1,E3,26
Sternaspis scutata,E4,4,1999,1,E4,4
Syllis cornuta,E3,7,1999,1,E3,7
Syllis gracilis,B8,2,1999,1,B8,2
Syllis gracilis,E4,1,1999,1,E4,1
Terebellides stroemi,A7,1,1999,1,A7,1
Terebellides stroemi,B5,25,1999,1,B5,25
Terebellides stroemi,B8,3,1999,1,B8,3
Terebellides stroemi,E3,16,1999,1,E3,16
Terebellides stroemi,E4,3,1999,1,E4,3
Thracia villosiuscula,B8,2,1999,1,B8,2
Thyasira flexuosa,B5,4,1999,1,B5,4
Thyasira flexuosa,E3,4,1999,1,E3,4
Tubificoides benedii,C4,2,1999,1,C4,2
Yoldia hyperborea,B5,3,1999,1,B5,3
Yoldia hyperborea,B8,1,1999,1,B8,1
Yoldia hyperborea,C4,1,1999,1,C4,1
